Dataset_ID,ObservedBy_Person_ID,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,Multiple_Observers,Accum_Prcp,Daylength
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,483,Leaves,2016,11,11,316,2457704,4,2016,11,11,316,2457704,8,1,0,790,34560
'-9999',"'31240,29660,19414'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,498,Colored leaves,2016,10,10,284,2457672,11,2016,11,1,306,2457694,6,7,1,687,39744
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,498,Colored leaves,2016,11,11,316,2457704,4,2016,11,11,316,2457704,8,1,0,790,34560
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,498,Colored leaves,2016,9,25,269,2457657,5,2016,9,25,269,2457657,4,1,0,604,42163
'-9999',"'31240,29660,19414'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,498,Colored leaves,2016,10,10,284,2457672,11,2016,11,1,306,2457694,6,7,1,687,39744
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,498,Colored leaves,2016,11,11,316,2457704,4,2016,11,11,316,2457704,8,1,0,790,34560
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,498,Colored leaves,2016,9,25,269,2457657,5,2016,9,25,269,2457657,4,1,0,604,42163
'-9999',"'19414,31240,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,498,Colored leaves,2016,10,4,278,2457666,5,2016,11,1,306,2457694,6,8,1,635,40781
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,498,Colored leaves,2016,11,11,316,2457704,4,2016,11,11,316,2457704,8,1,0,790,34560
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,498,Colored leaves,2016,9,20,264,2457652,8,2016,9,25,269,2457657,4,2,0,599,43200
"'-9999,3'","'19414,31240,29660,28846,31680,31786'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,498,Colored leaves,2016,10,4,278,2457666,5,2016,11,1,306,2457694,6,9,1,635,40781
"'-9999,3'","'29660,31240,19414,31978,28846,31680,31786'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,498,Colored leaves,2016,10,11,285,2457673,1,2016,11,11,316,2457704,8,9,1,687,39398
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,498,Colored leaves,2016,11,26,331,2457719,7,2016,11,26,331,2457719,1,1,0,822,33178
"'3,-9999'","'30408,29660,29191,30522,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,500,Flowers or flower buds,2016,5,21,142,2457530,10,2016,6,4,156,2457544,10,7,1,420,52531
"'-9999,3'","'29660,29191,30522,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,11,2016,6,4,156,2457544,10,6,1,420,52877
'-9999','25865',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,4,27,118,2457506,5,2016,4,27,118,2457506,4,1,0,379,49421
'3','24475',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,3,124,2457512,1,1,0,392,50458
'-9999',"'25865,29374,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,6,127,2457515,2,2016,5,10,131,2457519,1,3,1,408,50803
"'-9999,3'","'25865,30408,29660,29191,30522'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,13,134,2457522,2,2016,5,29,150,2457538,5,8,1,414,51840
"'-9999,3'","'29660,29191,30522'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,1,2016,5,29,150,2457538,6,4,1,420,52877
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,500,Flowers or flower buds,2016,5,10,131,2457519,6,2016,5,10,131,2457519,1,1,0,414,51494
"'-9999,3'","'29660,30555,29191,30522,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,11,2016,6,4,156,2457544,10,7,1,420,52877
'3','30408',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,21,142,2457530,1,1,0,420,52531
"'-9999,3'","'29660,30408,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10,2,1,423,53568
"'3,-9999'","'30408,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,22,143,2457531,4,2,1,420,52531
"'-9999,3'","'29660,30408,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10,2,1,423,53568
'-9999','29374',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,501,Open flowers,2016,5,9,130,2457518,3,2016,5,9,130,2457518,1,1,0,414,51149
"'3,-9999'","'30408,29660,25865,29191,30522'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,29,150,2457538,5,5,1,420,52531
"'3,-9999'","'30522,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,501,Open flowers,2016,5,28,149,2457537,2,2016,5,29,150,2457538,6,2,1,423,53222
"'3,-9999'","'30408,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,22,143,2457531,4,2,1,420,52531
"'-9999,3'","'29660,30408,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10,3,1,423,53568
'3','30408',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1,1,0,420,52531
'3',"'30522,30408'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,5,29,150,2457538,6,2,1,423,53222
'3','30408',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1,1,0,420,52531
'3',"'30522,30408'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,5,29,150,2457538,6,2,1,423,53222
'3','30408',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,8,2016,5,21,142,2457530,1,1,0,420,52531
"'-9999,3'","'25865,29191,30522,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,502,Pollen release (flowers),2016,5,23,144,2457532,1,2016,5,29,150,2457538,5,4,1,420,52877
'3','30408',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1,1,0,420,52531
"'3,-9999'","'30522,30408,29660,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,6,4,156,2457544,10,3,1,423,53222
'-9999','30221',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,504,Recent fruit or seed drop,2016,7,18,200,2457588,15,2016,7,18,200,2457588,10,1,0,514,52877
'-9999',"'31240,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,504,Recent fruit or seed drop,2016,9,20,264,2457652,28,2016,10,11,285,2457673,4,4,1,599,43200
'-9999','30221',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,504,Recent fruit or seed drop,2016,7,18,200,2457588,15,2016,7,18,200,2457588,10,1,0,514,52877
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,504,Recent fruit or seed drop,2016,9,20,264,2457652,28,2016,9,20,264,2457652,5,1,0,599,43200
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,504,Recent fruit or seed drop,2016,9,29,273,2457661,4,2016,9,29,273,2457661,11,1,0,610,41472
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,504,Recent fruit or seed drop,2016,10,11,285,2457673,1,2016,10,11,285,2457673,4,1,0,687,39398
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,504,Recent fruit or seed drop,2016,10,21,295,2457683,6,2016,10,21,295,2457683,4,1,0,707,37670
'-9999','30221',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,504,Recent fruit or seed drop,2016,7,18,200,2457588,5,2016,7,18,200,2457588,10,1,0,514,52877
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,504,Recent fruit or seed drop,2016,9,20,264,2457652,8,2016,9,20,264,2457652,5,1,0,599,43200
'-9999',"'29660,19414'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,504,Recent fruit or seed drop,2016,9,29,273,2457661,4,2016,10,4,278,2457666,6,2,1,610,41472
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,504,Recent fruit or seed drop,2016,10,11,285,2457673,1,2016,10,11,285,2457673,4,1,0,687,39398
'-9999','30221',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,504,Recent fruit or seed drop,2016,7,18,200,2457588,15,2016,7,18,200,2457588,10,1,0,514,52877
'-9999','31240',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,504,Recent fruit or seed drop,2016,9,20,264,2457652,8,2016,9,20,264,2457652,5,1,0,599,43200
'-9999',"'29660,19414'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,504,Recent fruit or seed drop,2016,9,29,273,2457661,4,2016,10,4,278,2457666,6,2,1,610,41472
'3','31786',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,504,Recent fruit or seed drop,2016,10,23,297,2457685,2,2016,10,23,297,2457685,2,1,0,751,37325
'-9999','30221',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,504,Recent fruit or seed drop,2016,7,18,200,2457588,5,2016,7,18,200,2457588,10,1,0,514,52877
"'-9999,3'","'29660,31240,31726'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,504,Recent fruit or seed drop,2016,9,12,256,2457644,20,2016,10,11,285,2457673,4,6,1,590,44582
'-9999',"'29660,19414'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,504,Recent fruit or seed drop,2016,10,21,295,2457683,6,2016,10,23,297,2457685,2,2,1,707,37670
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,504,Recent fruit or seed drop,2016,10,30,304,2457692,5,2016,10,30,304,2457692,2,1,0,780,36288
"'-9999,3'","'29660,30408,30552,30221,31240'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86268,12907*B Shagbark hickory,516,Fruits,2016,5,29,150,2457538,1,2016,9,20,264,2457652,5,7,1,423,53568
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,516,Fruits,2016,6,4,156,2457544,6,2016,6,4,156,2457544,10,1,0,455,53914
'-9999',"'29660,30221'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86269,12907*D Shagbark hickory,516,Fruits,2016,7,3,185,2457573,19,2016,9,12,256,2457644,8,6,1,500,53914
"'-9999,3'","'29660,30408,30552'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,516,Fruits,2016,5,29,150,2457538,1,2016,6,2,154,2457542,1,2,1,423,53568
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,516,Fruits,2016,6,4,156,2457544,1,2016,6,4,156,2457544,5,1,0,455,53914
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,516,Fruits,2016,6,14,166,2457554,5,2016,6,14,166,2457554,2,1,0,480,54259
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,516,Fruits,2016,7,3,185,2457573,1,2016,7,3,185,2457573,10,1,0,500,53914
'-9999',"'30221,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86270,12907*G Shagbark hickory,516,Fruits,2016,7,18,200,2457588,5,2016,8,23,236,2457624,28,4,1,514,52877
'-9999',"'30221,29660'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,516,Fruits,2016,7,18,200,2457588,44,2016,9,12,256,2457644,8,5,1,514,52877
'-9999','28846',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86271,12907*I Shagbark hickory,516,Fruits,2016,10,23,297,2457685,2,2016,10,23,297,2457685,2,1,0,751,37325
"'-9999,3'","'29660,30408,30552,30691,30221,31240,31726'",20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,516,Fruits,2016,5,29,150,2457538,1,2016,9,24,268,2457656,1,13,1,423,53568
'-9999','29660',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,516,Fruits,2016,9,29,273,2457661,4,2016,9,29,273,2457661,11,1,0,610,41472
'3','31978',20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,Plantae,86272,12907*N Shagbark hickory,516,Fruits,2016,10,23,297,2457685,2,2016,10,23,297,2457685,2,1,0,751,37325
'-9999',"'29374,26817'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12,3,1,371,49075
'-9999',"'26817,29374'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,371,Breaking leaf buds,2016,5,6,127,2457515,12,2016,5,9,130,2457518,12,2,1,408,50803
'-9999',"'29374,26817'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12,3,1,371,49075
'-9999',"'29374,26817'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12,3,1,371,49075
'3','31879',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,390,Ripe fruits,2016,10,8,282,2457670,3,2016,10,8,282,2457670,21,1,0,635,40090
'3','31680',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,390,Ripe fruits,2016,11,6,311,2457699,7,2016,11,6,311,2457699,12,1,0,790,35251
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,27,148,2457536,120,2,1,420,52531
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,118,3,1,420,52531
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,118,4,1,420,52531
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,118,2,1,420,52531
"'3,-9999'","'31879,31680,30617,19414'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,5,7,1,635,40090
'-9999','19414',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,471,Falling leaves,2016,11,27,332,2457720,9,2016,11,27,332,2457720,-9999,1,0,822,33178
"'3,-9999'","'31879,31680,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999,7,1,635,40090
"'3,-9999'","'31879,30617,19414,31680,25556'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,471,Falling leaves,2016,10,29,303,2457691,6,2016,12,11,346,2457734,15,10,1,780,36634
"'3,-9999'","'31879,31680,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,6,311,2457699,-9999,5,1,635,40090
"'3,-9999'","'30408,30555,19414,31879'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11,4,1,420,52531
"'3,-9999'","'31879,31680,30617,19414'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,5,8,1,635,40090
'-9999','19414',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,483,Leaves,2016,11,27,332,2457720,9,2016,11,27,332,2457720,-9999,1,0,822,33178
"'3,-9999'","'30408,30555,19414,31879'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11,5,1,420,52531
"'3,-9999'","'31680,31879,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999,7,1,635,40090
"'3,-9999'","'30408,30555,19414,31879'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,483,Leaves,2016,5,21,142,2457530,15,2016,10,4,278,2457666,1,7,1,420,52531
"'3,-9999'","'31680,31879,30617,19414,25556'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,483,Leaves,2016,10,8,282,2457670,3,2016,12,11,346,2457734,8,14,1,635,40090
"'3,-9999'","'30408,30555,19414,31879'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11,5,1,420,52531
"'3,-9999'","'31680,31879,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,483,Leaves,2016,10,8,282,2457670,3,2016,11,6,311,2457699,-9999,6,1,635,40090
"'3,-9999'","'31879,31680,30617,19414'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,5,8,1,635,40090
'-9999','19414',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,498,Colored leaves,2016,11,27,332,2457720,9,2016,11,27,332,2457720,-9999,1,0,822,33178
"'3,-9999'","'31680,31879,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999,7,1,635,40090
"'3,-9999'","'31680,31879,30617,19414,25556'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,498,Colored leaves,2016,10,8,282,2457670,3,2016,12,11,346,2457734,8,14,1,635,40090
"'-9999,3'","'26817,31680,31879,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,498,Colored leaves,2016,10,5,279,2457667,11,2016,11,6,311,2457699,-9999,7,1,635,40435
"'-9999,3'","'29374,30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,500,Flowers or flower buds,2016,5,9,130,2457518,3,2016,5,27,148,2457536,120,3,1,414,51149
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,500,Flowers or flower buds,2016,5,21,142,2457530,15,2016,5,27,148,2457536,2,2,1,420,52531
'-9999','29374',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,500,Flowers or flower buds,2016,5,9,130,2457518,3,2016,5,9,130,2457518,12,1,0,414,51149
'3','30555',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,500,Flowers or flower buds,2016,5,23,144,2457532,2,2016,5,23,144,2457532,6,1,0,420,52877
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,500,Flowers or flower buds,2016,5,21,142,2457530,15,2016,5,27,148,2457536,2,2,1,420,52531
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,501,Open flowers,2016,5,21,142,2457530,15,2016,5,27,148,2457536,120,2,1,420,52531
'3','30408',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,501,Open flowers,2016,5,21,142,2457530,15,2016,5,21,142,2457530,8,1,0,420,52531
'3','30408',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,501,Open flowers,2016,5,21,142,2457530,15,2016,5,21,142,2457530,8,1,0,420,52531
'3',"'30408,30555'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,29,150,2457538,118,3,1,420,52531
'3','30408',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,227-2011*A White oak,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,21,142,2457530,8,1,0,420,52531
'3','30408',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,21,142,2457530,8,1,0,420,52531
'3','31879',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,504,Recent fruit or seed drop,2016,9,24,268,2457656,118,2016,9,24,268,2457656,11,1,0,604,42509
"'3,-9999'","'31879,31680,30617'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,21815*E White oak,504,Recent fruit or seed drop,2016,10,8,282,2457670,3,2016,11,6,311,2457699,12,2,1,635,40090
'3','31879',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,504,Recent fruit or seed drop,2016,10,8,282,2457670,3,2016,10,8,282,2457670,8,1,0,635,40090
'-9999',"'30617,19414'",20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,358-82*A White oak,504,Recent fruit or seed drop,2016,10,30,304,2457692,7,2016,11,6,311,2457699,7,2,1,780,36288
'-9999','30617',20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,22886*D White oak,504,Recent fruit or seed drop,2016,10,30,304,2457692,154,2016,10,30,304,2457692,-9999,1,0,780,36288
