ObservedBy_Person_ID,Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
"'31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",483,Leaves,2019,10,6,279,2458763,3,2019,10,13,286,2458770,7,2,8,1,1
"'19414,43399,25556,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",483,Leaves,2019,4,17,107,2458591,12,2019,9,12,255,2458739,3,30,149,1,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",483,Leaves,2019,9,19,262,2458746,4,2019,9,19,262,2458746,2,1,1,0,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",483,Leaves,2019,9,27,270,2458754,6,2019,9,27,270,2458754,2,1,1,0,1
"'25556,31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",483,Leaves,2019,10,5,278,2458762,2,2019,10,18,291,2458775,2,5,14,1,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",483,Leaves,2019,10,24,297,2458781,4,2019,10,24,297,2458781,9,1,1,0,1
"'25556,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",498,Colored leaves,2019,6,12,163,2458647,13,2019,8,22,234,2458718,3,9,72,1,1
"'25556,43399,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",498,Colored leaves,2019,8,31,243,2458727,6,2019,10,13,286,2458770,5,13,44,1,1
'37934',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",498,Colored leaves,2019,6,9,160,2458644,14,2019,6,9,160,2458644,6,1,1,0,1
'46948',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",498,Colored leaves,2019,7,28,209,2458693,35,2019,7,28,209,2458693,18,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",498,Colored leaves,2019,9,12,255,2458739,18,2019,9,12,255,2458739,3,1,1,0,1
"'43399,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",498,Colored leaves,2019,9,29,272,2458756,8,2019,10,13,286,2458770,7,4,15,1,1
"'43399,19414,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",498,Colored leaves,2019,9,12,255,2458739,18,2019,10,13,286,2458770,7,6,32,1,0
"'25556,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",498,Colored leaves,2019,7,4,185,2458669,12,2019,8,22,234,2458718,3,7,50,1,1
"'25556,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",498,Colored leaves,2019,8,31,243,2458727,6,2019,9,19,262,2458746,2,5,20,1,1
"'25556,43399,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",498,Colored leaves,2019,9,27,270,2458754,6,2019,10,24,297,2458781,9,10,28,1,1
"'43399,25556,31879,46930'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",500,Flowers or flower buds,2019,4,21,111,2458595,2,2019,6,7,158,2458642,5,15,48,1,0
"'43399,37870,31879,46930'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",500,Flowers or flower buds,2019,4,17,107,2458591,-9999,2019,5,26,146,2458630,14,11,40,1,1
'46948',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",500,Flowers or flower buds,2019,7,28,209,2458693,35,2019,7,28,209,2458693,18,1,1,0,1
"'43399,37870,31879,47066,46930'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",500,Flowers or flower buds,2019,4,17,107,2458591,-9999,2019,6,8,159,2458643,21,14,53,1,0
"'19414,43399,25556'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",500,Flowers or flower buds,2019,4,17,107,2458591,12,2019,4,25,115,2458599,7,5,9,1,1
"'25556,43399,19414,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",500,Flowers or flower buds,2019,5,4,124,2458608,2,2019,5,30,150,2458634,8,10,27,1,1
"'25556,43399,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",501,Open flowers,2019,5,8,128,2458612,2,2019,5,18,138,2458622,3,4,11,1,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",501,Open flowers,2019,5,22,142,2458626,1,2019,5,22,142,2458626,4,1,1,0,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",501,Open flowers,2019,5,30,150,2458634,4,2019,6,7,158,2458642,5,2,9,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",501,Open flowers,2019,4,17,107,2458591,-9999,2019,4,17,107,2458591,4,1,1,0,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",501,Open flowers,2019,5,6,126,2458610,2,2019,5,6,126,2458610,2,1,1,0,1
"'31879,46930'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",501,Open flowers,2019,5,11,131,2458615,3,2019,5,18,138,2458622,8,2,8,1,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",501,Open flowers,2019,5,6,126,2458610,2,2019,5,6,126,2458610,2,1,1,0,1
"'31879,47066,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",501,Open flowers,2019,5,11,131,2458615,3,2019,5,18,138,2458622,3,2,8,1,1
'47066',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",501,Open flowers,2019,5,25,145,2458629,4,2019,5,25,145,2458629,1,1,1,0,1
'47066',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",501,Open flowers,2019,6,1,152,2458636,6,2019,6,1,152,2458636,7,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",501,Open flowers,2019,4,19,109,2458593,2,2019,4,19,109,2458593,2,1,1,0,1
"'25556,43399,19414,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",501,Open flowers,2019,5,4,124,2458608,2,2019,5,30,150,2458634,8,10,27,1,1
"'43399,25556'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",504,Recent fruit or seed drop,2019,9,12,255,2458739,7,2019,9,19,262,2458746,2,3,8,1,1
"'25556,43399,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",504,Recent fruit or seed drop,2019,9,27,270,2458754,6,2019,10,13,286,2458770,5,7,17,1,1
"'46948,31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",504,Recent fruit or seed drop,2019,7,28,209,2458693,35,2019,10,13,286,2458770,7,8,78,1,0
"'31879,43399,19414'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",504,Recent fruit or seed drop,2019,8,25,237,2458721,57,2019,9,29,272,2458756,4,5,36,1,1
"'31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",504,Recent fruit or seed drop,2019,10,6,279,2458763,3,2019,10,13,286,2458770,7,2,8,1,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",504,Recent fruit or seed drop,2019,8,25,237,2458721,3,2019,8,25,237,2458721,6,1,1,0,1
"'43399,25556,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",504,Recent fruit or seed drop,2019,9,12,255,2458739,7,2019,10,13,286,2458770,5,11,32,1,1
'25556',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",516,Fruits,2019,5,30,150,2458634,4,2019,6,12,163,2458647,22,3,14,0,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",516,Fruits,2019,8,15,227,2458711,6,2019,8,15,227,2458711,7,1,1,0,1
"'31879,25556,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",516,Fruits,2019,8,25,237,2458721,3,2019,9,19,262,2458746,2,6,26,1,1
"'25556,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",516,Fruits,2019,9,27,270,2458754,6,2019,9,29,272,2458756,4,2,3,1,1
"'25556,31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85751,"12651*C, Tree 7",516,Fruits,2019,10,5,278,2458762,2,2019,10,13,286,2458770,5,3,9,1,1
"'31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",516,Fruits,2019,8,15,227,2458711,53,2019,9,21,264,2458748,8,5,38,1,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85755,"12651*D, Tree 6",516,Fruits,2019,10,6,279,2458763,3,2019,10,6,279,2458763,7,1,1,0,1
"'47066,46948,31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",516,Fruits,2019,6,29,180,2458664,21,2019,9,21,264,2458748,8,5,85,1,1
'31879',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85756,"12651*H, Tree 5",516,Fruits,2019,10,6,279,2458763,3,2019,10,6,279,2458763,7,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",516,Fruits,2019,5,2,122,2458606,7,2019,5,2,122,2458606,2,1,1,0,1
"'25556,31879,43399'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",516,Fruits,2019,5,22,142,2458626,4,2019,9,27,270,2458754,2,20,129,1,1
"'25556,31879'",Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,Plantae,85758,"925-79*B, Tree 4",516,Fruits,2019,10,5,278,2458762,2,2019,10,6,279,2458763,6,2,2,1,1
"'41886,46526'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",371,Breaking leaf buds,2019,4,10,100,2458584,3,2019,4,13,103,2458587,1,2,4,1,1
"'46526,19414,30145,43735,37829,46402,47328,47191'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",371,Breaking leaf buds,2019,4,17,107,2458591,1,2019,5,15,135,2458619,3,9,29,1,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",371,Breaking leaf buds,2019,6,11,162,2458646,4,2019,6,11,162,2458646,1,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",371,Breaking leaf buds,2019,6,23,174,2458658,1,2019,6,23,174,2458658,9,1,1,0,1
'46526',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86275,"14585*C, Tree 3",371,Breaking leaf buds,2019,4,13,103,2458587,7,2019,4,17,107,2458591,116,2,5,0,0
'41886',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",371,Breaking leaf buds,2019,4,10,100,2458584,3,2019,4,10,100,2458584,4,1,1,0,1
"'30145,43735,46402,47328'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",371,Breaking leaf buds,2019,4,25,115,2458599,6,2019,5,15,135,2458619,3,7,21,1,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135343,"14585*B, Tree 1",371,Breaking leaf buds,2019,5,11,131,2458615,35,2019,5,11,131,2458615,54,1,1,0,0
"'26398,37829,47328'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",371,Breaking leaf buds,2019,3,24,83,2458567,-9999,2019,5,15,135,2458619,10,3,53,1,0
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,5,18,138,2458622,3,2019,5,18,138,2458622,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,6,14,165,2458649,2,2019,6,14,165,2458649,5,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,7,10,191,2458675,6,2019,7,10,191,2458675,5,1,1,0,1
"'47328,30145,43735'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,8,11,223,2458707,1,2019,8,30,242,2458726,2,6,20,1,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,9,7,250,2458734,6,2019,9,7,250,2458734,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,9,17,260,2458744,5,2019,9,17,260,2458744,1,1,1,0,1
"'30145,19414'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,9,29,272,2458756,11,2019,10,5,278,2458762,1,2,7,1,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,10,12,285,2458769,6,2019,10,12,285,2458769,11,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,10,24,297,2458781,1,2019,10,24,297,2458781,4,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",390,Ripe fruits,2019,11,11,315,2458799,4,2019,11,11,315,2458799,16,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",390,Ripe fruits,2019,8,20,232,2458716,8,2019,8,24,236,2458720,8,3,5,0,0
'26398',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",390,Ripe fruits,2019,3,24,83,2458567,-9999,2019,3,24,83,2458567,32,1,1,0,0
"'43735,30145,37829,19414,47328,47191'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,4,29,119,2458603,4,2019,5,24,144,2458628,1,8,26,1,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,5,31,151,2458635,6,2019,5,31,151,2458635,2,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,6,11,162,2458646,4,2019,6,11,162,2458646,1,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,6,23,174,2458658,1,2019,7,2,183,2458667,2,2,10,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,7,16,197,2458681,1,2019,7,27,208,2458692,1,2,12,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",467,Increasing leaf size,2019,8,10,222,2458706,5,2019,8,10,222,2458706,1,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86275,"14585*C, Tree 3",467,Increasing leaf size,2019,5,15,135,2458619,28,2019,5,15,135,2458619,88,1,1,0,0
"'43735,30145,46402,47328'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,4,29,119,2458603,4,2019,5,24,144,2458628,3,9,26,1,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,5,31,151,2458635,4,2019,5,31,151,2458635,3,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,6,11,162,2458646,4,2019,6,11,162,2458646,3,1,1,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,6,23,174,2458658,1,2019,7,2,183,2458667,2,2,10,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,7,16,197,2458681,6,2019,7,27,208,2458692,1,2,12,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",467,Increasing leaf size,2019,8,10,222,2458706,13,2019,8,10,222,2458706,10,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135343,"14585*B, Tree 1",467,Increasing leaf size,2019,5,11,131,2458615,35,2019,5,11,131,2458615,54,1,1,0,0
"'26398,37829,47328'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",467,Increasing leaf size,2019,3,24,83,2458567,-9999,2019,5,15,135,2458619,10,3,53,1,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",467,Increasing leaf size,2019,5,27,147,2458631,2,2019,5,27,147,2458631,44,1,1,0,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",471,Falling leaves,2019,8,20,232,2458716,8,2019,8,21,233,2458717,3,2,2,0,1
'30145',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",471,Falling leaves,2019,9,29,272,2458756,11,2019,9,29,272,2458756,7,1,1,0,1
"'30145,47328,37829,47011,19414'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",471,Falling leaves,2019,10,12,285,2458769,6,2019,11,27,331,2458815,-9999,10,47,1,1
'47011',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86275,"14585*C, Tree 3",471,Falling leaves,2019,11,3,307,2458791,83,2019,11,3,307,2458791,-9999,1,1,0,0
"'47328,30145,47011'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",471,Falling leaves,2019,10,6,279,2458763,18,2019,11,11,315,2458799,16,8,37,1,0
'47011',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135343,"14585*B, Tree 1",471,Falling leaves,2019,11,3,307,2458791,176,2019,11,3,307,2458791,-9999,1,1,0,0
'26398',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",471,Falling leaves,2019,3,24,83,2458567,-9999,2019,3,24,83,2458567,32,1,1,0,1
"'47328,47011'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,135911,"22798*A, Tree 0",471,Falling leaves,2019,10,28,301,2458785,23,2019,11,3,307,2458791,-9999,2,7,1,1
"'30145,43735,37829,19414,46402,47328,47191,37934,47011'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86274,"14585*D, Tree 2",483,Leaves,2019,4,25,115,2458599,6,2019,11,27,331,2458815,-9999,56,217,1,0
"'47328,47011'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86275,"14585*C, Tree 3",483,Leaves,2019,5,15,135,2458619,28,2019,11,3,307,2458791,-9999,4,173,1,0
"'43735,30145,46402,47328,19414,47011'",Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",483,Leaves,2019,4,29,119,2458603,4,2019,11,7,311,2458795,2,41,193,1,1
'47328',Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,Plantae,86276,"14585*G, Tree 4",483,Leaves,2019,11,11,315,2458799,2,2019,11,27,331,2458815,-9999,2,17,0,1
