ObservedBy_Person_ID,Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",500,Flowers or flower buds,2018,10,4,277,2458396,3,2018,10,4,277,2458396,1,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",500,Flowers or flower buds,2018,10,10,283,2458402,1,2018,10,10,283,2458402,4,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",500,Flowers or flower buds,2018,10,20,293,2458412,5,2018,10,20,293,2458412,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,3,31,90,2458209,2,2018,3,31,90,2458209,1,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,4,14,104,2458223,2,2018,4,14,104,2458223,1,1,1,0,1
"'39657,39629,31240,31858,41879,40992,25505,30821'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,4,21,111,2458230,6,2018,4,24,114,2458233,2,3,4,1,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,4,28,118,2458237,2,2018,4,28,118,2458237,1,1,1,0,1
"'41275,28846,25505,41879,31858,31240,40992,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,5,2,122,2458241,3,2018,5,19,139,2458258,1,10,18,1,1
"'25505,41879'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,5,22,142,2458261,2,2018,5,24,144,2458263,3,2,3,1,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,6,7,158,2458277,2,2018,6,8,159,2458278,2,2,2,1,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,9,20,263,2458382,4,2018,9,20,263,2458382,1,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,9,29,272,2458391,2,2018,9,29,272,2458391,1,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,10,10,283,2458402,1,2018,10,10,283,2458402,4,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",500,Flowers or flower buds,2018,10,20,293,2458412,5,2018,10,20,293,2458412,1,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,3,31,90,2458209,2,2018,3,31,90,2458209,1,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,4,14,104,2458223,3,2018,4,14,104,2458223,1,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,4,22,112,2458231,1,2018,4,22,112,2458231,2,1,1,0,1
"'31858,28846,40992,40675,25556,34731,25505,41275,41879,40941,37501'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,4,28,118,2458237,2,2018,5,19,139,2458258,1,13,22,1,1
"'25505,41879'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,5,22,142,2458261,2,2018,5,24,144,2458263,3,2,3,1,1
'40941',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,5,28,148,2458267,1,2018,5,28,148,2458267,3,1,1,0,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,6,5,156,2458275,2,2018,6,8,159,2458278,2,3,4,1,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,9,20,263,2458382,4,2018,9,20,263,2458382,1,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,9,29,272,2458391,6,2018,9,29,272,2458391,1,1,1,0,1
"'43399,26490'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,10,4,277,2458396,3,2018,10,5,278,2458397,1,2,2,1,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,10,10,283,2458402,3,2018,10,10,283,2458402,2,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",500,Flowers or flower buds,2018,10,20,293,2458412,5,2018,10,20,293,2458412,1,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",501,Open flowers,2018,5,2,122,2458241,3,2018,5,2,122,2458241,1,1,1,0,1
"'30821,25556,31858,31240,25505,41879,40992,40941,28846,35997'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",501,Open flowers,2018,5,4,124,2458243,1,2018,5,18,138,2458257,1,8,15,1,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",501,Open flowers,2018,5,22,142,2458261,2,2018,5,22,142,2458261,2,1,1,0,1
"'39629,31858,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",501,Open flowers,2018,5,27,147,2458266,3,2018,5,28,148,2458267,3,2,2,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",501,Open flowers,2018,6,8,159,2458278,3,2018,6,8,159,2458278,2,1,1,0,1
"'25505,41879,31858,31240,40992,40941,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",501,Open flowers,2018,5,3,123,2458242,4,2018,5,18,138,2458257,1,9,16,1,1
'41879',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",501,Open flowers,2018,5,24,144,2458263,4,2018,5,24,144,2458263,3,1,1,0,1
'40941',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",501,Open flowers,2018,5,28,148,2458267,1,2018,5,28,148,2458267,6,1,1,0,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",501,Open flowers,2018,6,7,158,2458277,2,2018,6,8,159,2458278,2,2,2,1,1
"'28846,25505,41879,31858,31240,40992,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",501,Open flowers,2018,5,2,122,2458241,1,2018,5,18,138,2458257,1,10,17,1,1
"'25505,41879,39657,31858,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",501,Open flowers,2018,5,22,142,2458261,2,2018,5,28,148,2458267,6,4,7,1,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",501,Open flowers,2018,6,7,158,2458277,2,2018,6,8,159,2458278,2,2,2,1,1
"'28846,25505,41879,31858,31240,40992,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",501,Open flowers,2018,5,2,122,2458241,3,2018,5,18,138,2458257,1,10,17,1,1
"'25505,41879'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",501,Open flowers,2018,5,22,142,2458261,2,2018,5,24,144,2458263,3,2,3,1,1
'40941',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",501,Open flowers,2018,5,28,148,2458267,1,2018,5,28,148,2458267,6,1,1,0,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",501,Open flowers,2018,6,7,158,2458277,2,2018,6,8,159,2458278,2,2,2,1,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,4,28,118,2458237,2,2018,4,28,118,2458237,1,1,1,0,1
"'28846,25505,41879,25556,31858,40992,40941'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,5,2,122,2458241,1,2018,5,18,138,2458257,1,8,17,1,1
"'25505,41879'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,5,22,142,2458261,2,2018,5,24,144,2458263,3,2,3,1,1
'40941',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,5,28,148,2458267,1,2018,5,28,148,2458267,3,1,1,0,1
"'25505,29483'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,6,7,158,2458277,2,2018,6,8,159,2458278,2,2,2,1,1
'26490',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",501,Open flowers,2018,10,5,278,2458397,1,2018,10,5,278,2458397,1,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,5,2,122,2458241,3,2018,5,2,122,2458241,1,1,1,0,1
"'31858,25556,31240,25505'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,5,5,125,2458244,2,2018,5,6,126,2458245,1,2,2,1,1
"'28846,41879,35997'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,5,11,131,2458250,1,2018,5,13,133,2458252,3,2,3,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,6,8,159,2458278,1,2018,6,8,159,2458278,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,7,14,195,2458314,3,2018,7,14,195,2458314,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,9,6,249,2458368,6,2018,9,6,249,2458368,1,1,1,0,1
'43477',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",502,Pollen release (flowers),2018,9,16,259,2458378,2,2018,9,16,259,2458378,4,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",502,Pollen release (flowers),2018,5,5,125,2458244,2,2018,5,5,125,2458244,1,1,1,0,1
"'31240,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",502,Pollen release (flowers),2018,5,10,130,2458249,3,2018,5,11,131,2458250,5,2,2,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",502,Pollen release (flowers),2018,6,8,159,2458278,1,2018,6,8,159,2458278,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",502,Pollen release (flowers),2018,7,14,195,2458314,5,2018,7,14,195,2458314,2,1,1,0,1
'34731',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,3,31,90,2458209,2,2018,3,31,90,2458209,1,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,5,2,122,2458241,1,2018,5,2,122,2458241,1,1,1,0,1
"'31240,31858,25505,41879,40992,40941,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,5,5,125,2458244,2,2018,5,11,131,2458250,5,4,7,1,1
'39657',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,5,27,147,2458266,3,2018,5,27,147,2458266,7,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,6,8,159,2458278,1,2018,6,8,159,2458278,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",502,Pollen release (flowers),2018,7,14,195,2458314,5,2018,7,14,195,2458314,2,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",502,Pollen release (flowers),2018,5,2,122,2458241,3,2018,5,2,122,2458241,1,1,1,0,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",502,Pollen release (flowers),2018,5,5,125,2458244,2,2018,5,5,125,2458244,1,1,1,0,1
"'31240,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",502,Pollen release (flowers),2018,5,10,130,2458249,4,2018,5,11,131,2458250,5,2,2,1,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",502,Pollen release (flowers),2018,6,8,159,2458278,1,2018,6,8,159,2458278,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",502,Pollen release (flowers),2018,7,14,195,2458314,5,2018,7,14,195,2458314,2,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",502,Pollen release (flowers),2018,5,2,122,2458241,1,2018,5,2,122,2458241,1,1,1,0,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",502,Pollen release (flowers),2018,5,5,125,2458244,2,2018,5,5,125,2458244,1,1,1,0,1
'28846',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",502,Pollen release (flowers),2018,5,11,131,2458250,1,2018,5,11,131,2458250,5,1,1,0,1
'29483',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",502,Pollen release (flowers),2018,6,8,159,2458278,1,2018,6,8,159,2458278,2,1,1,0,1
'37501',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",502,Pollen release (flowers),2018,7,14,195,2458314,3,2018,7,14,195,2458314,2,1,1,0,1
'39629',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,5,27,147,2458266,3,2018,5,27,147,2458266,1,1,1,0,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,6,19,170,2458289,2,2018,6,19,170,2458289,5,1,1,0,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,9,8,251,2458370,1,2018,9,8,251,2458370,1,1,1,0,1
'43399',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,9,13,256,2458375,4,2018,9,13,256,2458375,1,1,1,0,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,9,29,272,2458391,2,2018,9,29,272,2458391,1,1,1,0,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,10,1,274,2458393,1,2018,10,1,274,2458393,3,1,1,0,1
"'26490,25556,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,10,5,278,2458397,1,2018,10,9,282,2458401,1,4,5,1,1
"'25556,43477,31858,25505,43399,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,10,12,285,2458404,2,2018,11,4,308,2458427,1,8,24,1,1
"'31240,25556,31858,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,"12843*A, Tree 6",504,Recent fruit or seed drop,2018,11,9,313,2458432,4,2018,12,23,357,2458476,-9999,9,45,1,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",504,Recent fruit or seed drop,2018,9,8,251,2458370,1,2018,9,8,251,2458370,1,1,1,0,1
"'43399,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",504,Recent fruit or seed drop,2018,10,4,277,2458396,4,2018,10,9,282,2458401,1,2,6,1,1
"'31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",504,Recent fruit or seed drop,2018,10,21,294,2458413,1,2018,11,4,308,2458427,1,4,15,1,1
"'31858,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,"12843*D, Tree 7",504,Recent fruit or seed drop,2018,11,11,315,2458434,2,2018,12,2,336,2458455,-9999,5,22,1,1
'39657',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,5,27,147,2458266,3,2018,5,27,147,2458266,1,1,1,0,1
'25505',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,10,1,274,2458393,1,2018,10,1,274,2458393,3,1,1,0,1
"'26490,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,10,5,278,2458397,1,2018,10,9,282,2458401,1,3,5,1,1
'31858',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,10,14,287,2458406,4,2018,10,14,287,2458406,6,1,1,0,1
"'31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,10,21,294,2458413,1,2018,11,4,308,2458427,1,4,15,1,1
"'31240,31858,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,"12843*E, Tree 9",504,Recent fruit or seed drop,2018,11,9,313,2458432,4,2018,12,2,336,2458455,-9999,6,24,1,1
'31240',Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",504,Recent fruit or seed drop,2018,9,29,272,2458391,2,2018,9,29,272,2458391,1,1,1,0,1
"'25505,43399,26490,31858,31240'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",504,Recent fruit or seed drop,2018,10,1,274,2458393,1,2018,10,9,282,2458401,1,4,9,1,1
"'31240,31858'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",504,Recent fruit or seed drop,2018,11,1,305,2458424,4,2018,11,4,308,2458427,1,2,4,1,1
"'31240,31858,28846'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,"12843*H, Tree 8",504,Recent fruit or seed drop,2018,11,9,313,2458432,4,2018,12,2,336,2458455,-9999,6,24,1,1
"'25556,31858'",Arnold Arboretum - Tree Spotters Program,20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,"629-83*D, Tree 10",504,Recent fruit or seed drop,2018,10,26,299,2458418,6,2018,11,4,308,2458427,1,3,10,1,1
