ObservedBy_Person_ID,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Daylength
"'30408,25505,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,502,Flowers,Pollen release (flowers),2016,5,29,150,2457538,3,2016,6,2,154,2457542,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'29483,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,502,Flowers,Pollen release (flowers),2016,6,8,160,2457548,1,2016,6,9,161,2457549,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'30821,25505,28810,26490'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,504,Fruits,Recent fruit or seed drop,2016,8,21,234,2457622,8,2016,9,2,246,2457634,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31726',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,24,268,2457656,4,2016,9,24,268,2457656,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,7,281,2457669,2,2016,10,7,281,2457669,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,23,297,2457685,4,2016,10,23,297,2457685,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,7,4,186,2457574,7,2016,7,4,186,2457574,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,8,21,234,2457622,12,2016,8,21,234,2457622,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31726',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,24,268,2457656,27,2016,9,24,268,2457656,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26817',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,19,293,2457681,4,2016,10,19,293,2457681,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,7,4,186,2457574,4,2016,7,4,186,2457574,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,2,246,2457634,5,2016,9,2,246,2457634,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,24,268,2457656,4,2016,9,24,268,2457656,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,7,281,2457669,2,2016,10,7,281,2457669,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'26817,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,19,293,2457681,4,2016,10,23,297,2457685,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,504,Fruits,Recent fruit or seed drop,2016,7,4,186,2457574,4,2016,7,4,186,2457574,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,2,246,2457634,5,2016,9,2,246,2457634,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,23,297,2457685,4,2016,10,23,297,2457685,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,2,246,2457634,5,2016,9,2,246,2457634,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,9,24,268,2457656,8,2016,9,24,268,2457656,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,25556,26817'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,10,7,281,2457669,2,2016,10,23,297,2457685,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,504,Fruits,Recent fruit or seed drop,2016,11,4,309,2457697,4,2016,11,4,309,2457697,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30552',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,6,19,171,2457559,6,2016,6,19,171,2457559,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,6,30,182,2457570,3,2016,6,30,182,2457570,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,7,7,189,2457577,3,2016,7,7,189,2457577,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,7,18,200,2457588,6,2016,7,18,200,2457588,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,28810,30821,26490,31726'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,7,25,207,2457595,4,2016,10,4,278,2457666,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,10,23,297,2457685,4,2016,10,25,299,2457687,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,12843*A Yellow birch,516,Fruits,Fruits,2016,11,1,306,2457694,1,2016,11,7,312,2457700,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30552',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,516,Fruits,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,516,Fruits,Fruits,2016,7,18,200,2457588,6,2016,7,19,201,2457589,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,30821,26490,31726'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,516,Fruits,Fruits,2016,7,25,207,2457595,4,2016,10,4,278,2457666,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,516,Fruits,Fruits,2016,10,10,284,2457672,5,2016,10,15,289,2457677,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,12843*D Yellow birch,516,Fruits,Fruits,2016,11,7,312,2457700,7,2016,11,7,312,2457700,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30552',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,5,26,147,2457535,1,2016,5,26,147,2457535,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25556,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,6,16,168,2457556,3,2016,6,19,171,2457559,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,6,23,175,2457563,2,2016,6,23,175,2457563,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25556,28810,26490,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,6,30,182,2457570,3,2016,7,8,190,2457578,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,7,14,196,2457584,2,2016,7,18,200,2457588,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,25556,28810,26490,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,7,25,207,2457595,4,2016,10,4,278,2457666,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,25556,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,28846,31240,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,10,23,297,2457685,4,2016,10,28,302,2457690,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'31240,25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,12843*E Yellow birch,516,Fruits,Fruits,2016,11,1,306,2457694,1,2016,11,11,316,2457704,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,5,9,130,2457518,1,2016,5,9,130,2457518,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,5,12,133,2457521,1,2016,5,12,133,2457521,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'30552',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,5,26,147,2457535,3,2016,5,26,147,2457535,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,6,19,171,2457559,6,2016,6,19,171,2457559,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,6,30,182,2457570,3,2016,6,30,182,2457570,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'28810',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,7,7,189,2457577,3,2016,7,7,189,2457577,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,7,18,200,2457588,6,2016,7,18,200,2457588,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,28810,26490,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,7,25,207,2457595,4,2016,9,27,271,2457659,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,10,4,278,2457666,2,2016,10,4,278,2457666,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,31680,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,10,23,297,2457685,4,2016,10,25,299,2457687,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,12843*H Yellow birch,516,Fruits,Fruits,2016,11,1,306,2457694,1,2016,11,7,312,2457700,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25556,19414,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,2,28,59,2457447,-9999,2016,3,11,71,2457459,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,3,18,78,2457466,1,2016,3,18,78,2457466,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,3,26,86,2457474,6,2016,3,26,86,2457474,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,4,1,92,2457480,1,2016,4,1,92,2457480,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,4,15,106,2457494,1,2016,4,15,106,2457494,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,4,21,112,2457500,1,2016,4,21,112,2457500,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,30552,25556,25865'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,6,2,154,2457542,3,2016,6,3,155,2457543,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,6,9,161,2457549,1,2016,6,9,161,2457549,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25556,25865,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,6,16,168,2457556,3,2016,6,19,171,2457559,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,6,23,175,2457563,2,2016,6,23,175,2457563,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,6,30,182,2457570,3,2016,6,30,182,2457570,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25865,28810,25556,19414'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,7,5,187,2457575,1,2016,7,11,193,2457581,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,7,14,196,2457584,2,2016,7,14,196,2457584,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,25556,28810,26490,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,7,25,207,2457595,4,2016,10,4,278,2457666,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,10,7,281,2457669,2,2016,10,14,288,2457676,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,31680,28846,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,10,23,297,2457685,4,2016,10,28,302,2457690,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,11,4,309,2457697,4,2016,11,4,309,2457697,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,629-83*D Yellow birch,516,Fruits,Fruits,2016,11,11,316,2457704,4,2016,11,11,316,2457704,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'29483',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,1199*D River birch,371,Leaves,Budburst,2016,4,13,104,2457492,2,2016,4,13,104,2457492,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'29483,25505,29374,26817,26490,29105,28810,30408,29192'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,1199*D River birch,371,Leaves,Budburst,2016,4,23,114,2457502,2,2016,5,17,138,2457526,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'29192,30552,30408,25505'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,1199*D River birch,371,Leaves,Budburst,2016,5,26,147,2457535,3,2016,6,2,154,2457542,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,1199*D River birch,371,Leaves,Budburst,2016,7,4,186,2457574,4,2016,7,4,186,2457574,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'26490',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86258,1199*D River birch,371,Leaves,Budburst,2016,7,21,203,2457591,2,2016,7,21,203,2457591,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'19414,28810,29110,26428,25556,25505,26490,29374,26817,29105,29483,30408,29192'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,4,20,111,2457499,1,2016,5,17,138,2457526,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,25556,29192'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,5,23,144,2457532,2,2016,5,26,147,2457535,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'30408,25505,30552,25556,26428'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,5,29,150,2457538,2,2016,6,7,159,2457547,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25505',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,6,13,165,2457553,3,2016,6,13,165,2457553,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'28810,25505,25556,26490'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,6,19,171,2457559,4,2016,7,18,200,2457588,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'25505,25556'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,7,25,207,2457595,4,2016,7,28,210,2457598,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,8,20,233,2457621,4,2016,8,20,233,2457621,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"'26490,28810,25556'",20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,8,28,241,2457629,6,2016,9,2,246,2457634,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,9,8,252,2457640,3,2016,9,8,252,2457640,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,9,16,260,2457648,4,2016,9,16,260,2457648,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,9,24,268,2457656,4,2016,9,24,268,2457656,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,10,7,281,2457669,2,2016,10,7,281,2457669,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
'25556',20206,42.301922,-71.123932,36,MA,1339,Betula,nigra,river birch,Plantae,86259,1251-79*A River birch,371,Leaves,Budburst,2016,10,14,288,2457676,4,2016,10,14,288,2457676,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
