Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,ITIS_Number,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,501,Open flowers,2016,4,10,101,2457489,1,2016,4,10,101,2457489,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,501,Open flowers,2016,4,15,106,2457494,2,2016,4,15,106,2457494,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,501,Open flowers,2016,4,17,108,2457496,1,2016,4,17,108,2457496,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,501,Open flowers,2016,4,23,114,2457502,2,2016,4,27,118,2457506,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,501,Open flowers,2016,4,29,120,2457508,1,2016,4,29,120,2457508,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,4
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,502,Pollen release (flowers),2016,4,15,106,2457494,2,2016,4,15,106,2457494,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,502,Pollen release (flowers),2016,4,19,110,2457498,1,2016,4,19,110,2457498,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,502,Pollen release (flowers),2016,4,24,115,2457503,1,2016,4,25,116,2457504,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,502,Pollen release (flowers),2016,4,29,120,2457508,1,2016,4,29,120,2457508,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86282,22099*A Eastern cottonwood,502,Pollen release (flowers),2016,6,7,159,2457547,3,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,504,Recent fruit or seed drop,2016,5,26,147,2457535,4,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,504,Recent fruit or seed drop,2016,6,2,154,2457542,2,2016,6,4,156,2457544,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,504,Recent fruit or seed drop,2016,6,2,154,2457542,2,2016,6,2,154,2457542,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,504,Recent fruit or seed drop,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,504,Recent fruit or seed drop,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,504,Recent fruit or seed drop,2016,5,26,147,2457535,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,504,Recent fruit or seed drop,2016,6,1,153,2457541,1,2016,6,2,154,2457542,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,504,Recent fruit or seed drop,2016,6,9,161,2457549,2,2016,6,18,170,2457558,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,516,Fruits,2016,5,22,143,2457531,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86278,16611*F Eastern cottonwood,516,Fruits,2016,6,2,154,2457542,2,2016,6,4,156,2457544,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,516,Fruits,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,516,Fruits,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86279,16611*J Eastern cottonwood,516,Fruits,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,5,31,152,2457540,4,2016,5,31,152,2457540,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86280,16611*K Eastern cottonwood,516,Fruits,2016,6,11,163,2457551,4,2016,6,11,163,2457551,7
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,4,30,121,2457509,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,5,8,129,2457517,2,2016,5,17,138,2457526,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,5,21,142,2457530,1,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,5,28,149,2457537,1,2016,5,28,149,2457537,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,6,1,153,2457541,1,2016,6,2,154,2457542,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,976,Populus,deltoides,eastern cottonwood,22445,86281,16611*O Eastern cottonwood,516,Fruits,2016,6,9,161,2457549,2,2016,6,18,170,2457558,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,371,Breaking leaf buds,2016,4,18,109,2457497,1,2016,4,18,109,2457497,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,371,Breaking leaf buds,2016,4,23,114,2457502,4,2016,4,28,119,2457507,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,467,Increasing leaf size,2016,4,23,114,2457502,4,2016,4,23,114,2457502,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,467,Increasing leaf size,2016,4,28,119,2457507,4,2016,5,20,141,2457529,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,467,Increasing leaf size,2016,5,27,148,2457536,1,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,483,Leaves,2016,4,23,114,2457502,4,2016,4,23,114,2457502,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,483,Leaves,2016,4,25,116,2457504,1,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,483,Leaves,2016,5,9,130,2457518,1,2016,6,19,171,2457559,-9999
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,3
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,498,Colored leaves,2016,5,6,127,2457515,3,2016,5,6,127,2457515,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,498,Colored leaves,2016,5,27,148,2457536,1,2016,5,31,152,2457540,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,498,Colored leaves,2016,6,7,159,2457547,5,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,500,Flowers or flower buds,2016,4,23,114,2457502,4,2016,4,24,115,2457503,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,500,Flowers or flower buds,2016,4,28,119,2457507,3,2016,5,1,122,2457510,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,500,Flowers or flower buds,2016,5,8,129,2457517,2,2016,5,15,136,2457524,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,500,Flowers or flower buds,2016,5,22,143,2457531,2,2016,5,22,143,2457531,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,500,Flowers or flower buds,2016,6,1,153,2457541,1,2016,6,7,159,2457547,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,501,Open flowers,2016,4,24,115,2457503,1,2016,4,24,115,2457503,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,501,Open flowers,2016,5,1,122,2457510,3,2016,5,1,122,2457510,2
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,501,Open flowers,2016,5,12,133,2457521,3,2016,5,15,136,2457524,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,501,Open flowers,2016,5,26,147,2457535,4,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,501,Open flowers,2016,6,1,153,2457541,1,2016,6,2,154,2457542,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,516,Fruits,2016,6,1,153,2457541,1,2016,6,2,154,2457542,5
Arnold Arboretum - Tree Spotters Program,20223,42.296417,-71.128052,26,MA,1172,Aesculus,flava,yellow buckeye,837871,85757,12651*I Yellow buckeye,516,Fruits,2016,6,14,166,2457554,5,2016,6,19,171,2457559,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,371,Breaking leaf buds,2016,4,20,111,2457499,4,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,371,Breaking leaf buds,2016,4,20,111,2457499,4,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,371,Breaking leaf buds,2016,5,27,148,2457536,6,2016,5,29,150,2457538,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,371,Breaking leaf buds,2016,4,14,105,2457493,3,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,371,Breaking leaf buds,2016,5,15,136,2457524,2,2016,5,15,136,2457524,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,371,Breaking leaf buds,2016,5,29,150,2457538,1,2016,5,29,150,2457538,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,467,Increasing leaf size,2016,4,28,119,2457507,4,2016,4,28,119,2457507,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,467,Increasing leaf size,2016,5,1,122,2457510,1,2016,5,29,150,2457538,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,467,Increasing leaf size,2016,6,4,156,2457544,2,2016,6,4,156,2457544,6
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,467,Increasing leaf size,2016,4,28,119,2457507,4,2016,4,28,119,2457507,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,467,Increasing leaf size,2016,5,1,122,2457510,1,2016,5,29,150,2457538,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,467,Increasing leaf size,2016,6,4,156,2457544,2,2016,6,4,156,2457544,6
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,467,Increasing leaf size,2016,4,21,112,2457500,1,2016,4,21,112,2457500,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,467,Increasing leaf size,2016,4,24,115,2457503,2,2016,4,28,119,2457507,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,467,Increasing leaf size,2016,5,1,122,2457510,1,2016,5,4,125,2457513,9
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,467,Increasing leaf size,2016,5,15,136,2457524,2,2016,5,29,150,2457538,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,467,Increasing leaf size,2016,6,4,156,2457544,2,2016,6,4,156,2457544,11
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,483,Leaves,2016,4,24,115,2457503,3,2016,6,19,171,2457559,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,483,Leaves,2016,4,24,115,2457503,3,2016,6,19,171,2457559,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,483,Leaves,2016,4,24,115,2457503,2,2016,6,19,171,2457559,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,483,Leaves,2016,6,24,176,2457564,1,2016,6,24,176,2457564,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,498,Colored leaves,2016,5,27,148,2457536,6,2016,5,27,148,2457536,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,500,Flowers or flower buds,2016,5,9,130,2457518,7,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,500,Flowers or flower buds,2016,5,21,142,2457530,3,2016,5,27,148,2457536,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,500,Flowers or flower buds,2016,6,2,154,2457542,2,2016,6,23,175,2457563,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,500,Flowers or flower buds,2016,5,9,130,2457518,5,2016,5,10,131,2457519,3
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,500,Flowers or flower buds,2016,5,21,142,2457530,3,2016,5,27,148,2457536,2
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,500,Flowers or flower buds,2016,6,2,154,2457542,2,2016,6,23,175,2457563,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,500,Flowers or flower buds,2016,5,9,130,2457518,5,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,500,Flowers or flower buds,2016,5,27,148,2457536,6,2016,5,27,148,2457536,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,500,Flowers or flower buds,2016,5,31,152,2457540,2,2016,6,24,176,2457564,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,86290,19804*A American basswood,501,Open flowers,2016,5,9,130,2457518,7,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,501,Open flowers,2016,5,9,130,2457518,5,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87762,7141*A American basswood,501,Open flowers,2016,5,21,142,2457530,3,2016,5,21,142,2457530,6
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,501,Open flowers,2016,5,9,130,2457518,5,2016,5,9,130,2457518,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,93,Tilia,americana,American basswood,21536,87763,17527*D American basswood,501,Open flowers,2016,6,24,176,2457564,1,2016,6,24,176,2457564,-9999
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85751,12651*C Yellow buckeye,371,Breaking leaf buds,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85751,12651*C Yellow buckeye,371,Breaking leaf buds,2016,4,14,105,2457493,4,2016,4,24,115,2457503,3
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85751,12651*C Yellow buckeye,371,Breaking leaf buds,2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85751,12651*C Yellow buckeye,371,Breaking leaf buds,2016,5,2,123,2457511,1,2016,5,2,123,2457511,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85751,12651*C Yellow buckeye,371,Breaking leaf buds,2016,5,9,130,2457518,3,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,4,8,99,2457487,2,2016,4,8,99,2457487,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,4,14,105,2457493,3,2016,4,14,105,2457493,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,4,20,111,2457499,1,2016,4,24,115,2457503,3
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,4,28,119,2457507,1,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,5,2,123,2457511,1,2016,5,2,123,2457511,4
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85755,12651*D Yellow buckeye,371,Breaking leaf buds,2016,5,9,130,2457518,3,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85756,12651*H Yellow buckeye,371,Breaking leaf buds,2016,4,14,105,2457493,3,2016,4,14,105,2457493,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85756,12651*H Yellow buckeye,371,Breaking leaf buds,2016,4,19,110,2457498,2,2016,4,24,115,2457503,3
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85756,12651*H Yellow buckeye,371,Breaking leaf buds,2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
Arnold Arboretum - Tree Spotters Program,20229,42.305161,-71.122452,13,MA,1172,Aesculus,flava,yellow buckeye,837871,85756,12651*H Yellow buckeye,371,Breaking leaf buds,2016,5,2,123,2457511,1,2016,5,2,123,2457511,4
